image_id,predicted_class
1639276872836852.png,Negative
1641054212930222.png,Negative
1641555179193457.png,Negative
1641600747504687.png,Positive
1641899319909610.png,Positive
1641924563696663.png,Negative
1642076079144083.png,Negative
1642092775994006.png,Positive
1642097556218848.png,Positive
1642369984882902.png,Positive
1642767835938812.png,Negative
1643093965813708.png,Negative
1643271868633420.png,Negative
1643412170491921.png,Positive
1643454578375443.png,Negative
1643483192176579.png,Negative
1643761532374031.png,Negative
1643812502709603.png,Negative
1643823902133032.png,Negative
1644087366842070.png,Positive
1644158421719296.png,Negative
1644363401820419.png,Negative
1644551533071337.png,Positive
1645296664455208.png,Negative
1645389864907521.png,Positive
1645540615499086.png,Negative
1645578311977381.png,Positive
1645732392835558.png,Positive
1645857909745889.png,Positive
164611319584875.png,Negative
1646113342365506.png,Negative
164659200234079.png,Positive
1646863244494496.png,Positive
1647533778359688.png,Positive
164778081774611.png,Negative
1648055030641251.png,Negative
1648614302212794.png,Negative
1648699548719199.png,Positive
1649221981641225.png,Positive
1649269746398482.png,Positive
164953952179349.png,Negative
1649648360750171.png,Negative
1649844194114806.png,Negative
1650207623094546.png,Negative
1650224276584074.png,Positive
1650582669749963.png,Negative
1651517325941870.png,Positive
1651761797492763.png,Negative
1652924329351436.png,Positive
1653162580814955.png,Negative
165351726580027.png,Negative
1653743053187093.png,Negative
1654114491177703.png,Negative
1654129335559357.png,Negative
1654362753229645.png,Positive
1654561717057328.png,Negative
1654748300977159.png,Negative
1654760324254706.png,Negative
1655016035557408.png,Negative
1655522625448150.png,Negative
1655557046300237.png,Positive
1655569367309065.png,Positive
1655617865364477.png,Negative
1656083214527360.png,Positive
1656219092725827.png,Negative
1656430575458201.png,Negative
1656726170404373.png,Negative
165680442140775.png,Negative
1656972499367359.png,Negative
1657070088000181.png,Positive
1657429455164722.png,Positive
1657905252346380.png,Positive
1658070355824633.png,Negative
1658139586861234.png,Positive
165862123164901.png,Negative
1659008668637793.png,Positive
1659069234957468.png,Positive
1659165992486124.png,Positive
1659724639752313.png,Negative
1659760287019592.png,Negative
1659889807873844.png,Positive
1659950483942128.png,Negative
1659979830358269.png,Negative
1660320750200924.png,Positive
1661040997700136.png,Negative
1661147330207595.png,Positive
1661821825253122.png,Positive
16619809946532.png,Positive
1662323923604002.png,Negative
16627954913647.png,Positive
1663311830351089.png,Negative
1663526979766432.png,Positive
1663547306543440.png,Positive
1664092677887269.png,Negative
1664339902306227.png,Positive
1664913790073158.png,Positive
1665039724662741.png,Negative
1665704615569993.png,Negative
1665742996705711.png,Negative
1665788997297123.png,Negative
1666010889861828.png,Positive
1666105060433409.png,Negative
1666114611493625.png,Positive
1666306365927998.png,Positive
166649625839805.png,Positive
1666685253188142.png,Positive
1666772844709019.png,Positive
1666842561669244.png,Negative
1667420475042237.png,Positive
1667942085251301.png,Negative
1668302462922980.png,Positive
1668515035508967.png,Positive
1669475202878636.png,Negative
1669485656045787.png,Positive
1669575983048745.png,Positive
1669635349739794.png,Positive
1670152707395027.png,Negative
1671384467150948.png,Negative
1671500578718604.png,Negative
167172487616470.png,Negative
1671741934617052.png,Negative
1671889079884288.png,Negative
1672231687617518.png,Negative
1672375780882159.png,Positive
1672398729791542.png,Negative
1672557642851974.png,Positive
1672832064081500.png,Positive
1672893686491587.png,Negative
1673383199247629.png,Negative
1673508416284493.png,Positive
1673714383972880.png,Negative
1674275708310308.png,Negative
1674669328200136.png,Negative
1674680988601257.png,Positive
1674998519396948.png,Positive
1675423864188357.png,Positive
1675942502985124.png,Negative
16759621761228.png,Negative
167690219786675.png,Positive
1676999066291348.png,Positive
1677015582095026.png,Positive
1677039251108608.png,Positive
1677096568038146.png,Negative
1677221808119352.png,Negative
1677328234002641.png,Positive
1677337701277800.png,Negative
1677567809986351.png,Negative
1677573044351935.png,Negative
1677600074964097.png,Negative
167788053403200.png,Negative
1678265800847213.png,Positive
1678278307365956.png,Positive
167876317406036.png,Negative
1678833276271032.png,Positive
1678937691022614.png,Positive
1679199036347590.png,Negative
1679438000903402.png,Negative
1679702094155134.png,Positive
1679722288754823.png,Positive
1681000397183297.png,Positive
1681194384944323.png,Negative
1681384359669036.png,Positive
1681393856299362.png,Negative
1681605081404611.png,Positive
1681762326175904.png,Negative
1681904665993935.png,Positive
1681929872035601.png,Positive
1682327833916322.png,Positive
1682397302210355.png,Positive
1683189303936253.png,Positive
1683449150629276.png,Positive
1683795459580199.png,Negative
1683806972910272.png,Positive
1683865988259665.png,Negative
1684161353245529.png,Negative
1684260167927360.png,Positive
168449837853888.png,Positive
1684556358763779.png,Positive
1684648561514869.png,Positive
1684808603628048.png,Positive
1684833397420254.png,Positive
1684944131757439.png,Negative
1685292333128742.png,Positive
1685418639484897.png,Positive
1685826018169292.png,Positive
1685981500607153.png,Positive
1686000395232198.png,Positive
1686255415914151.png,Positive
1686526238947186.png,Positive
1686948185169948.png,Negative
1687016963757084.png,Negative
1687077554236468.png,Positive
1687084334927692.png,Positive
1687882833882605.png,Positive
168790733095813.png,Positive
1687928001619012.png,Negative
1687987306638407.png,Negative
1688321064628209.png,Positive
1688378641921790.png,Negative
1688389683804876.png,Negative
1688495789451338.png,Positive
168852334952683.png,Negative
1688699872256333.png,Negative
1688792065781864.png,Negative
1689194061660251.png,Negative
1689302410347250.png,Negative
1689371835552753.png,Positive
1689767177249584.png,Negative
1689793900871623.png,Negative
1689848343985370.png,Positive
1689897445966734.png,Positive
1690106192630040.png,Positive
1690115951744287.png,Negative
1690253777646962.png,Positive
1690847346848470.png,Negative
1690983465831065.png,Negative
1691459418974414.png,Negative
1692380128095177.png,Positive
1692521556068973.png,Negative
1692796036797185.png,Negative
1693215645636733.png,Positive
1694550992003064.png,Negative
1694734466667350.png,Negative
1694893238925512.png,Negative
1695104494331463.png,Negative
1695578082115899.png,Positive
1695609039879636.png,Negative
1695624337068700.png,Negative
1696230227195440.png,Negative
1696828705976656.png,Negative
1697382655029078.png,Negative
1697420600113523.png,Negative
1697720517446792.png,Positive
1697759703230522.png,Positive
169785068215012.png,Negative
1697865743007787.png,Positive
1697932101224465.png,Positive
1698184277132861.png,Positive
1698343962699366.png,Negative
169836980220425.png,Negative
169866094061368.png,Negative
1698675319758380.png,Positive
1699160805871695.png,Negative
1699578519069641.png,Negative
1699898930766480.png,Negative
1699921217449150.png,Positive
1700119364002533.png,Negative
1700152458831840.png,Negative
1700196589246383.png,Negative
1700639839607269.png,Negative
1700685887578195.png,Negative
1700780463815732.png,Positive
1700820554741896.png,Positive
1700855797461305.png,Negative
170098097370591.png,Positive
1701294536707362.png,Negative
1701384485471690.png,Negative
1701455428709242.png,Negative
1701463243852694.png,Positive
1701499709554588.png,Negative
1701558814301445.png,Negative
1701980001907396.png,Negative
1701998778138229.png,Negative
1702455304091612.png,Negative
1702552514420365.png,Negative
170332556839442.png,Negative
1703340741916430.png,Positive
1703557539018131.png,Negative
1703707024102404.png,Positive
1704388695982374.png,Positive
1704406133015390.png,Negative
1704871840495628.png,Positive
1704922902361006.png,Positive
1704976399390977.png,Negative
1704977973139342.png,Positive
1705079052279472.png,Positive
1705115054447951.png,Positive
1705418553762160.png,Negative
1705528004719568.png,Negative
1705592320541885.png,Negative
1705963065541111.png,Negative
1705989514295913.png,Positive
1706099526327147.png,Positive
1706629287670068.png,Positive
1706873225125987.png,Negative
17068850893298.png,Negative
1706932543393040.png,Positive
1706960872298680.png,Positive
1707217518680127.png,Negative
1707525935677033.png,Positive
170790031767370.png,Negative
170791836728838.png,Negative
1708161575399992.png,Positive
1708548782998607.png,Negative
1709103357539545.png,Negative
1709232355064663.png,Positive
1709717315437141.png,Negative
1710256647643614.png,Negative
1710635233444227.png,Negative
1710718962466504.png,Positive
1710951214512704.png,Positive
1712197885072704.png,Positive
1712426276907587.png,Negative
1712612961706958.png,Negative
171274371908353.png,Negative
1712863587238636.png,Negative
1713244290713187.png,Positive
1713313437956985.png,Positive
1713938563480310.png,Positive
1714003582630437.png,Negative
1714036733072897.png,Negative
1714152842133390.png,Positive
1714255870634497.png,Positive
1714367208982667.png,Positive
1714748979024443.png,Positive
1714960009433622.png,Negative
1714967118697931.png,Negative
1715294122480702.png,Negative
1715334182548434.png,Positive
1715538259380032.png,Negative
1715665306409107.png,Negative
1715668098603876.png,Positive
171594520999429.png,Positive
1715958845807110.png,Negative
1716031228689061.png,Positive
1716135533244698.png,Negative
1716219570459505.png,Positive
1716271913832752.png,Negative
1716510736204966.png,Positive
1716611485780517.png,Negative
1716733609295350.png,Negative
1717136218344584.png,Positive
1717308062448767.png,Negative
1717620116318601.png,Positive
1718270147734011.png,Negative
1718566945377562.png,Positive
1718604518076735.png,Positive
1718745859728457.png,Positive
1718915978761036.png,Positive
1719795050505714.png,Negative
1720164632309767.png,Negative
1720258311664877.png,Positive
1720383673854214.png,Negative
1720593990349510.png,Positive
1720762165863270.png,Positive
1721373796627308.png,Positive
1721712975391459.png,Positive
1722012608946470.png,Positive
1722037129268552.png,Positive
1722117000737797.png,Positive
1722351637378926.png,Negative
1722401731521382.png,Positive
1722606160027536.png,Negative
1722620146324752.png,Positive
1722749764406438.png,Negative
1722791573816394.png,Negative
1722872263199179.png,Positive
1722990900321682.png,Negative
1723016355060368.png,Negative
1723144502986918.png,Positive
1723230981416612.png,Positive
17234214053852.png,Positive
172344460243263.png,Negative
1723465912200848.png,Positive
1723667781670481.png,Negative
1723723227421549.png,Negative
1724548044622037.png,Positive
1724745692331849.png,Negative
1724755598541916.png,Negative
1725273806937481.png,Negative
1725320298195762.png,Positive
1725678029440081.png,Negative
1725876120490280.png,Positive
1726063347278150.png,Positive
1726638538028022.png,Positive
1726734033593022.png,Negative
1726764986624031.png,Negative
1727401576313434.png,Negative
172744758933518.png,Positive
1727527132462578.png,Positive
1727537627569829.png,Negative
1727677018370938.png,Negative
1727839691910694.png,Positive
1728389039925641.png,Negative
1728828365234277.png,Positive
1728893251076776.png,Negative
1729387687964836.png,Positive
1729412682822910.png,Positive
1729494387280196.png,Positive
1729734969453085.png,Positive
1729864343692717.png,Positive
1729956546724159.png,Negative
1730114987207464.png,Positive
173015531706205.png,Negative
1730359219405632.png,Positive
173059376744150.png,Positive
1730669600578260.png,Positive
1730763150736122.png,Positive
1731112684245270.png,Positive
1731350986112171.png,Positive
1731611194678136.png,Negative
1731672094029038.png,Negative
1731770233688564.png,Negative
17324994687206.png,Positive
1732797784927327.png,Negative
1732892018799497.png,Negative
1733001758928603.png,Negative
17334123162381.png,Positive
173380795476858.png,Positive
173390620423159.png,Negative
1733995791726581.png,Negative
1734275431186919.png,Positive
1734372707188731.png,Positive
173503730787659.png,Positive
1735326337316407.png,Negative
1735451581422351.png,Negative
1735804170301930.png,Positive
1735908512835699.png,Positive
1736430689350627.png,Positive
1736451754313512.png,Negative
1736735796601306.png,Positive
1736771464638386.png,Positive
